CF,INDEX_NAME,INDEX_TYPE,INDEX_FLAGS,INDEX_NUMBER,TABLE_SCHEMA,TTL_DURATION,TABLE_NAME,COLUMN_FAMILY,PARTITION_NAME,AUTO_INCREMENT,KV_FORMAT_VERSION
default,PRIMARY,1,0,532,u630488361_ccms,0,wp_ultimatetables,0,NULL,5,13
default,PRIMARY,1,0,535,u630488361_ccms,0,wp_wfblocks,0,NULL,NULL,13
default,k1,2,0,536,u630488361_ccms,0,wp_wfblocks,0,NULL,NULL,13
default,PRIMARY,1,0,537,u630488361_ccms,0,wp_wfblocksadv,0,NULL,NULL,13
default,PRIMARY,1,0,538,u630488361_ccms,0,wp_wfconfig,0,NULL,NULL,13
default,PRIMARY,1,0,548,u630488361_ccms,0,wp_wfknownfilelist,0,NULL,5449,13
default,PRIMARY,1,0,397,u517458995_dkgmobile,0,wpw2_woocommerce_tax_rate_locations,0,NULL,NULL,13
default,tax_rate_id,2,0,398,u517458995_dkgmobile,0,wpw2_woocommerce_tax_rate_locations,0,NULL,NULL,13
default,location_type_code,2,0,399,u517458995_dkgmobile,0,wpw2_woocommerce_tax_rate_locations,0,NULL,NULL,13
default,PRIMARY,1,0,549,u630488361_ccms,0,wp_wfleechers,0,NULL,NULL,13

